species_code;order;family;family_common;family_code;genus;species;species_common;sex;type;linf_cm;winf_g;k;t0;tmax_yr;m
12112;Beloniformes;Hemiramphidae;Halfbeaks;475;Oxyporhamphus;Oxyporhamphus micropterus micropterus;Smallwing flyingfish;unsexed;NG;23;NA;1;NA;NA;NA
4666;Beloniformes;Hemiramphidae;Halfbeaks;475;Rhynchorhamphus;Rhynchorhamphus georgii;NA;unsexed;;23.6;NA;1.33;NA;NA;NA
303;Beloniformes;Scomberesocidae;Sauries;208;Cololabis;Cololabis saira;Pacific saury;unsexed;TL;30.4;131;0.595;-1.56;NA;NA
303;Beloniformes;Scomberesocidae;Sauries;208;Cololabis;Cololabis saira;Pacific saury;unsexed;TL;37.6;260;0.34;-1.19;NA;1.6
303;Beloniformes;Scomberesocidae;Sauries;208;Cololabis;Cololabis saira;Pacific saury;unsexed;TL;44.4;445;0.55;0.017;NA;NA
303;Beloniformes;Scomberesocidae;Sauries;208;Cololabis;Cololabis saira;Pacific saury;unsexed;TL;37.8;264;0.38;-0.72;NA;1.6
2308;Beryciformes;Anoplogastridae;Fangtooth;239;Anoplogaster;Anoplogaster cornuta;Common fangtooth;unsexed;TL;15;NA;0.86;NA;NA;1.2
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;male;FL;59.2;2880;0.144;-1.88;NA;0.22
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;female;FL;69.27711;4580;0.088;-4.1;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;male;FL;51.65603;NA;0.132;-3.45;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;unsexed;;45.8;2120;0.17;-2.63;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;female;FL;52.35409;NA;0.15;-2.08;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;unsexed;;44.8;1950;0.209;-0.89;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;male;FL;61.56627;3260;0.11;-3.56;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;unsexed;TL;40.8;NA;0.457;NA;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;male;FL;66.14458;4060;0.093;-4.3;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;unsexed;;45.8;2140;0.323;-0.22;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;female;FL;61.2;NA;0.134;-2;NA;0.22
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;unsexed;;54.4;3580;0.181;-0.08;NA;NA
1320;Beryciformes;Berycidae;Alfonsinos;240;Beryx;Beryx splendens;Alfonsino;male;FL;54.5;NA;0.146;-2.34;NA;0.22
14129;Beryciformes;Berycidae;Alfonsinos;240;Centroberyx;Centroberyx affinis;NA;female;;NA;NA;0.24;-0.47;NA;NA
14129;Beryciformes;Berycidae;Alfonsinos;240;Centroberyx;Centroberyx affinis;NA;male;;NA;NA;0.26;-0.52;NA;NA
1061;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Holocentrus;Holocentrus adscensionis;Squirrelfish;unsexed;FL;32.9;345;1.18;NA;NA;4.32
1062;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Holocentrus;Holocentrus rufus;Longspine squirrelfish;unsexed;FL;29.2;230.8;0.94;NA;NA;4.56
5408;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Myripristis;Myripristis murdjan;NA;unsexed;TL;26.2;NA;0.68;NA;NA;NA
4911;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Neoniphon;Neoniphon sammara;NA;unsexed;TL;26;NA;0.52;NA;NA;NA
4699;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Sargocentron;Sargocentron diadema;NA;unsexed;TL;16.8;NA;1.129;-0.12;NA;NA
5841;Beryciformes;Holocentridae;Squirrelfishes, soldierfishes;243;Sargocentron;Sargocentron microstoma;NA;unsexed;TL;18.6;NA;1;NA;NA;NA
52689;Beryciformes;Monocentridae;Pinecone fishes;241;Monocentris;Monocentris reedi;NA;unsexed;SL;NA;51.7;0.202;-0.025;NA;0.55
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;mixed;SL;NA;NA;0.06;-3.2;NA;NA
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;unsexed;SL;51.943;NA;0.044;-2.66;NA;NA
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;female;SL;53.23834;2040;0.062;NA;NA;NA
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;male;SL;NA;NA;0.07;NA;NA;NA
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;female;SL;NA;NA;0.061;NA;NA;NA
334;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus atlanticus;Orange roughy;male;SL;55.44041;2270;0.06;NA;NA;NA
4964;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus mediterraneus mediterraneus;Silver roughy;female;TL;29.6;210;0.112;-2.635;NA;NA
4964;Beryciformes;Trachichthyidae;Slimeheads;236;Hoplostethus;Hoplostethus mediterraneus mediterraneus;Silver roughy;male;TL;27;118;0.133;-2.466;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;male;FL;97.29939;12281.35;0.771;-0.797;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;female;FL;150.6258;45563.15;0.237;-1.536;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;female;FL;138.4785;35404.89;0.352;-1.212;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;male;FL;229.5828;161337;0.117;NA;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;female;FL;200.4294;107349.6;0.138;NA;NA;NA
857;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus acronotus;Blacknose shark;male;FL;116.9779;21341.63;0.59;-0.754;NA;NA
861;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus amblyrhynchos;NA;unsexed;OT;181.0811;NA;0.869;NA;NA;NA
864;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus brachyurus;Narrowtooth shark;unsexed;TL;385;NA;0.038;-3.477;NA;NA
865;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus brevipinna;Spinner shark;unsexed;FL;253.43;62573;0.21;-1.94;NA;NA
868;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus falciformis;Silky shark;mixed;TL;468;NA;0.0477;-3.7;NA;NA
868;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus falciformis;Silky shark;male;TL;301;NA;0.098;-3.05;NA;0.18
868;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus falciformis;Silky shark;unsexed;TL;291;NA;0.153;-2.2;NA;NA
868;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus falciformis;Silky shark;female;TL;315;NA;0.091;-3.18;NA;NA
870;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus galapagensis;NA;unsexed;OT;306.6667;NA;0.541;NA;NA;NA
873;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus leucas;Bull shark;mixed;OT;NA;NA;0.071;-5.12;NA;NA
873;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus leucas;Bull shark;mixed;TL;285;NA;0.076;-3;NA;NA
873;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus leucas;Bull shark;mixed;TL;357;NA;0.0386;-4.934;NA;NA
874;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus limbatus;NA;male;TL;166;NA;0.276;-0.88;NA;NA
874;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus limbatus;NA;unsexed;FL;218.273;39434;0.27;-1.2;NA;NA
874;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus limbatus;NA;female;TL;195;NA;0.197;-1.15;NA;0.26
875;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus longimanus;Oceanic whitetip shark;mixed;OT;NA;NA;0.103;2.698;NA;NA
875;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus longimanus;Oceanic whitetip shark;mixed;TL;325;NA;0.0996;-3.391;NA;NA
878;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus obscurus;Dusky shark;female;FL;421;NA;0.039;-7.04;NA;0.11
878;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus obscurus;Dusky shark;female;FL;393;NA;0.043;NA;NA;NA
878;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus obscurus;Dusky shark;mixed;TL;459;533000;0.0342;-5.989;NA;NA
878;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus obscurus;Dusky shark;male;FL;449;NA;0.038;-6.28;NA;NA
878;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus obscurus;Dusky shark;male;FL;374;NA;0.045;NA;NA;NA
880;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus plumbeus;Sandbar shark;unsexed;FL;224.2445;NA;0.046;-6.45;NA;NA
880;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus plumbeus;Sandbar shark;female;TL;267;NA;0.0568;NA;NA;NA
880;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus plumbeus;Sandbar shark;mixed;OT;266;NA;0.057;-4.9;NA;NA
880;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus plumbeus;Sandbar shark;mixed;OT;219;NA;0.089;-3.8;NA;NA
881;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus porosus;Smalltail shark;male;TL;135;NA;0.078;-3.21;NA;NA
881;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus porosus;Smalltail shark;female;TL;136;NA;0.076;-3.28;NA;NA
884;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus sorrah;NA;female;TL;124;NA;0.34;-1.9;NA;NA
884;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus sorrah;NA;male;TL;98.4;NA;1.17;-0.6;NA;NA
15721;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus tilstoni;NA;female;TL;194;NA;0.14;-2.8;NA;NA
15721;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Carcharhinus;Carcharhinus tilstoni;NA;male;TL;165;NA;0.19;-2.6;NA;NA
886;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Galeocerdo;Galeocerdo cuvier;Tiger shark;unsexed;TL;388;NA;0.184;-1.13;NA;NA
886;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Galeocerdo;Galeocerdo cuvier;Tiger shark;unsexed;FL;399.9475;NA;0.178;-1.12;NA;NA
886;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Galeocerdo;Galeocerdo cuvier;Tiger shark;unsexed;TL;440;NA;0.107;-2.35;NA;NA
886;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Galeocerdo;Galeocerdo cuvier;Tiger shark;unsexed;OT;NA;NA;0.155;-0.62;NA;NA
886;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Galeocerdo;Galeocerdo cuvier;Tiger shark;unsexed;OT;NA;NA;0.619;NA;NA;NA
891;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Isogomphodon;Isogomphodon oxyrhynchus;NA;female;TL;170;NA;0.118;-2.419;NA;NA
891;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Isogomphodon;Isogomphodon oxyrhynchus;NA;male;TL;167;NA;0.11;-2.608;NA;NA
897;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Negaprion;Negaprion brevirostris;Lemon shark;mixed;;NA;NA;0.1;NA;NA;NA
897;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Negaprion;Negaprion brevirostris;Lemon shark;mixed;TL;250;NA;0.54;NA;NA;0.805
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;female;TL;304;NA;0.16;-1.01;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;female;TL;375;NA;0.15;-0.87;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;female;TL;350;NA;0.1;NA;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;male;TL;375;NA;0.16;NA;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;mixed;TL;423;NA;0.11;-1.04;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;male;TL;369;NA;0.1;-1.38;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;female;TL;242;NA;0.25;-0.8;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;male;TL;295;NA;0.18;-1.13;NA;NA
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;unsexed;FL;472;425525;0.13;NA;NA;0.22
898;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Prionace;Prionace glauca;Blue shark;male;TL;343;NA;0.16;-0.89;NA;NA
899;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon acutus;NA;male;FL;128.3619;4422;0.646;NA;NA;NA
899;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon acutus;NA;unsexed;TL;100;7441;0.2;NA;NA;0.55
899;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon acutus;NA;female;FL;129.5844;5510;0.605;NA;NA;NA
904;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon taylori;NA;male;TL;65.2;NA;1.337;-0.41;NA;NA
904;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon taylori;NA;female;TL;73.2;NA;1.013;-0.455;NA;NA
905;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon terraenovae;Atlantic sharpnose shark;unsexed;TL;92.5;NA;0.45;-2.01;NA;0.54
905;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon terraenovae;Atlantic sharpnose shark;mixed;TL;108;NA;0.359;NA;NA;NA
905;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Rhizoprionodon;Rhizoprionodon terraenovae;Atlantic sharpnose shark;unsexed;FL;129;5168;0.19;NA;NA;0.54
906;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Scoliodon;Scoliodon laticaudus;NA;male;FL;81.82912;1042;1.082;NA;NA;NA
906;Carcharhiniformes;Carcharhinidae;Requiem sharks;11;Scoliodon;Scoliodon laticaudus;NA;female;FL;90.13238;1386;0.882;NA;NA;NA
2536;Carcharhiniformes;Pseudotriakidae;False catsharks;498;Pseudotriakis;Pseudotriakis microdon;False cat shark;unsexed;;295;NA;0.17;NA;NA;NA
845;Carcharhiniformes;Scyliorhinidae;Cat sharks;10;Scyliorhinus;Scyliorhinus canicula;NA;unsexed;TL;56.8;550;0.53;NA;NA;NA
845;Carcharhiniformes;Scyliorhinidae;Cat sharks;10;Scyliorhinus;Scyliorhinus canicula;NA;unsexed;;88;NA;0.2;NA;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;unsexed;TL;329;NA;0.073;-2.2;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;female;TL;320;NA;0.249;-0.413;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;mixed;TL;336;NA;0.054;-3.626;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;male;TL;321;NA;0.222;-0.746;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;male;FL;241.78;NA;0.11;-1.68;NA;NA
912;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna lewini;Scalloped hammerhead;female;FL;302;NA;0.09;-1.23;NA;0.13
915;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna tiburo;Bonnethead;male;TL;89.7;NA;0.69;-0.04;NA;NA
915;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna tiburo;Bonnethead;female;TL;123;NA;0.28;-0.79;NA;NA
915;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna tiburo;Bonnethead;unsexed;FL;149.3099;4709;0.17;NA;NA;NA
915;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna tiburo;Bonnethead;female;TL;115;NA;0.34;-1.1;NA;NA
915;Carcharhiniformes;Sphyrnidae;Hammerhead, bonnethead, or scoophead sharks;12;Sphyrna;Sphyrna tiburo;Bonnethead;female;TL;103;NA;0.37;-0.6;NA;0.37
5924;Carcharhiniformes;Triakidae;Houndsharks;488;Furgaleus;Furgaleus macki;NA;male;FL;NA;NA;0.42;-0.47;NA;NA
5924;Carcharhiniformes;Triakidae;Houndsharks;488;Furgaleus;Furgaleus macki;NA;mixed;FL;NA;NA;0.288;-0.654;NA;NA
5924;Carcharhiniformes;Triakidae;Houndsharks;488;Furgaleus;Furgaleus macki;NA;female;FL;NA;NA;0.37;-0.54;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;unsexed;TL;216;49636.7;0.084;-2.17;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;female;TL;163;21694.04;0.075;-3;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;male;TL;158;28000;0.168;-1.25;NA;0.108
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;female;TL;162;30000;0.16;-1.28;55;0.089
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;male;TL;152;17665.63;0.092;-2.69;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;unsexed;TL;174;26285.95;0.144;-0.92;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;unsexed;TL;175;26732.57;0.11;NA;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;mixed;TL;182.9;NA;0.124;-1.29;NA;NA
4642;Carcharhiniformes;Triakidae;Houndsharks;488;Galeorhinus;Galeorhinus galeus;Soupfin shark;unsexed;TL;163;21694;0.168;-1.21;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;male;TL;139;NA;0.253;-0.9;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;male;TL;141.7;NA;0.17;-2.08;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;female;TL;278;NA;0.047;-4.29;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;female;TL;201.9;NA;0.086;-3.01;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;female;TL;202;NA;0.123;-1.55;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;male;TL;150;NA;0.124;-3.41;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;female;TL;219;NA;0.064;-4.99;NA;NA
5943;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus antarcticus;NA;male;TL;128;NA;0.304;-0.86;NA;NA
2538;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus californicus;Gray smooth-hound;male;TL;102;NA;0.35;-1;NA;0.37
2538;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus californicus;Gray smooth-hound;female;TL;142;NA;0.22;-1.03;NA;0.37
2539;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus canis;Smooth dogfish;female;TL;150;NA;0.041;-5.4;NA;NA
2539;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus canis;Smooth dogfish;male;TL;110;NA;0.07;-4.8;NA;NA
2540;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus henlei;Brown smooth-hound;male;TL;86.1;NA;0.28;-1.09;NA;0.29
2540;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus henlei;Brown smooth-hound;female;TL;97.6;NA;0.23;-1.38;NA;0.29
5933;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus lenticulatus;NA;female;TL;90.7;3110;0.42;NA;NA;NA
5933;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus lenticulatus;NA;male;TL;161;18600;0.11;NA;NA;NA
5933;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus lenticulatus;NA;male;TL;119;6800;0.16;NA;NA;NA
5933;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus lenticulatus;NA;female;TL;87;2700;0.4;NA;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;female;TL;177;NA;0.07;-3.29;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;male;TL;124;NA;0.12;-2.59;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;female;TL;99.9;NA;0.2;-2.88;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;male;TL;84.6;NA;0.22;-3.69;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;female;TL;134;NA;0.113;-2.55;NA;NA
5941;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus manazo;NA;male;TL;133;NA;0.1;-3.42;NA;NA
4996;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus mustelus;NA;male;TL;145;NA;0.12;-2.14;NA;NA
4996;Carcharhiniformes;Triakidae;Houndsharks;488;Mustelus;Mustelus mustelus;NA;female;TL;205;NA;0.06;-3.55;NA;NA
2543;Carcharhiniformes;Triakidae;Houndsharks;488;Triakis;Triakis semifasciata;Leopard shark;male;TL;150;NA;0.089;NA;NA;NA
2543;Carcharhiniformes;Triakidae;Houndsharks;488;Triakis;Triakis semifasciata;Leopard shark;female;TL;160;NA;0.073;-2.74;NA;NA
4512;Ceratodontiformes;Ceratodontidae;Australian lungfish;27;Neoceratodus;Neoceratodus forsteri;Australian lungfish;unsexed;TL;150;NA;0.117;NA;NA;NA
9040;Cetomimiformes;Cetomimidae;Flabby whalefishes;246;Cetostoma;Cetostoma regani;NA;unsexed;TL;24;NA;0.67;NA;NA;NA
4317;Cetomimiformes;Rondeletiidae;Redmouth whalefishes;244;Rondeletia;Rondeletia loricata;NA;unsexed;TL;15;NA;0.4;NA;NA;0.5
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;27.946;129;0.807;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;33.931;176;0.418;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;34.33;182;0.699;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;83.274;2770;0.232;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;35.128;196;0.717;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;30.872;173;0.843;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;31.537;214;0.391;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;29.808;182;0.801;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;31.404;212;0.816;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;33.266;249;0.696;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;female;SL;38.586;261;0.518;NA;NA;0.87
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;male;SL;56.807;1150;0.418;NA;NA;NA
2405;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes baremoze;NA;unsexed;SL;39.251;NA;0.77;NA;NA;NA
5229;Characiformes;Alestiidae;African tetras;518;Alestes;Alestes dentex;NA;unsexed;TL;30.5;NA;0.75;NA;NA;NA
